ImageId,EncodedPixels
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,89995 8 90512 12 91029 16 91548 17 92066 19 92585 19 93103 22 93622 23 94141 24 94660 24 95179 26 95698 26 96218 25 96738 26 97257 26 97776 26 98295 26 98815 25 99335 24 99854 24 100374 23 100894 22 101414 21 101934 20 102453 20 102973 19 103493 17 104013 15 104533 13 105055 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,35512 8 36029 12 36547 14 37065 16 37584 16 38101 20 38620 20 39139 20 39658 20 40176 22 40694 24 41213 24 41731 25 42249 26 42768 26 43287 25 43806 25 44325 24 44844 24 45363 23 45882 22 46402 19 46922 17 47442 13 47964 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,63535 9 64053 12 64571 13 65089 15 65608 16 66127 16 66645 17 67163 18 67682 19 68201 19 68720 19 69239 20 69758 20 70277 20 70796 20 71315 20 71834 20 72353 20 72872 20 73391 20 73910 20 74429 20 74948 20 75467 20 75986 20 76505 20 77024 20 77543 19 78062 19 78582 17 79101 17 79620 17 80140 16 80659 15 81178 14 81697 14 82217 11 82737 10 83258 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,225 30 744 30 1263 30 1782 30 2301 31 2820 31 3339 31 3859 30 4378 30 4897 30 5416 30 5936 29 6456 28 6975 27 7494 27 8015 25 8534 25 9053 24 9572 24 10091 23 10610 22 11130 21 11650 19 12169 18 12689 16 13209 14 13729 11 14250 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114435 5 114952 9 115469 12 115987 14 116505 15 117023 17 117541 18 118059 19 118577 20 119095 21 119613 22 120131 23 120648 25 121165 27 121682 29 122201 28 122720 28 123238 29 123756 28 124275 25 124794 25 125313 24 125832 23 126351 23 126870 22 127390 20 127910 18 128429 17 128949 14 128964 1 129469 10 129483 1 129991 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,28787 8 29305 13 29823 16 30342 18 30861 19 31379 21 31898 22 32417 23 32936 24 33456 23 33975 24 34494 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,34506 13 35013 25 35532 25 36052 24 36571 24 37091 23 37610 23 38129 23 38649 22 39169 20 39688 19 40208 18 40728 15 41250 11 41773 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,84329 3 84845 12 85362 16 85879 21 86398 22 86917 23 87435 26 87953 27 88472 29 88991 29 89511 28 90031 27 90550 27 91069 27 91589 26 92109 25 92629 24 93149 23 93668 22 94189 19 94709 18 95230 15 95751 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,123784 4 124300 13 124819 16 125337 19 125855 22 126374 24 126892 26 127410 28 127928 29 128446 32 128965 32 129484 32 130002 33 130521 33 131040 33
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,53722 10 54238 17 54755 21 55272 25 55791 27 56309 28 56827 31 57346 31 57864 34 58382 35 58901 35 59420 36 59940 36 60459 36 60979 35 61498 35 62018 34 62538 31 63058 30 63578 28 64098 26 64618 24 65139 21 65661 15 66185 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,24171 4 24686 11 25202 16 25719 19 26237 21 26754 24 27273 24 27791 26 28309 28 28828 28 29347 28 29865 29 30383 30 30902 30 31421 30 31940 30 32459 29 32978 28 33497 28 34016 28 34535 26 35055 25 35575 23 36094 22 36614 20 37134 18 37654 15 38175 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,79696 9 80214 13 80732 15 81251 17 81768 20 82287 22 82806 23 83325 24 83844 25 84363 26 84882 27 85402 27 85922 26 86441 26 86960 26 87480 25 88000 24 88519 24 89040 20 89559 20 90081 15 90605 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,113452 2 113968 9 114485 12 115004 14 115521 17 116040 18 116558 20 117076 22 117595 23 118114 24 118633 25 119152 26 119671 27 120190 28 120709 28 121228 28 121747 28 122267 27 122787 26 123307 25 123827 24 124348 22 124870 19 125392 15 125913 12 126434 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,128508 5 129024 10 129542 13 130059 17 130578 19 131095 23
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,327 15 846 16 1363 19 1882 21 2399 24 2917 26 3435 27 3953 29 4471 31 4990 31 5509 31 6028 31 6547 31 7066 31 7586 29 8106 27 8626 24 9147 21 9669 15 10192 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,11231 5 11747 11 12264 15 12781 18 13299 20 13817 23 14336 24 14853 27 15372 27 15891 28 16410 28 16928 30 17447 30 17966 30 18485 29 19005 27 19524 27 20043 27 20562 27 21082 25 21602 23 22121 23 22642 21 23161 20 23682 17 24202 15 24723 11 25244 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,71442 8 71958 13 72475 17 72993 19 73511 21 74029 23 74547 25 75065 27 75583 28 76101 29 76619 30 77137 31 77656 31 78174 32 78692 33 79211 32 79730 31 80248 32 80766 33 81285 32 81804 31 82323 30 82842 29 83361 29 83880 27 84399 25 84918 24 85439 20 85959 18 86479 14 87002 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,106233 1 106727 26 107246 25 107765 25 108284 24 108803 24 109322 24 109841 24 110360 23 110879 22 111399 21 111918 21 112437 20 112957 18 113477 16 113997 14 114519 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,100506 12 101023 16 101541 18 102059 20 102577 22 103096 22 103614 23 104133 24 104652 24 105171 24 105690 25 106209 24
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,41344 9 41861 17 42379 20 42897 23 43415 26 43933 27 44452 27 44970 29 45488 30 46007 30 46525 31 47044 30 47563 30 48082 30 48601 30 49121 27 49640 27 50160 24 50680 20 51202 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,125445 4 125962 10 126479 12 126998 14 127515 16 128034 16 128552 17 129070 18 129589 18 130107 19 130625 20 131144 20
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,109877 18 110396 18 110915 18 111434 18 111953 18 112472 17 112990 17 113509 17 114028 17 114547 15 115067 13 115586 12 116107 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,10762 6 11277 13 11795 15 12313 16 12831 18 13349 20 13866 22 14385 22 14902 24 15421 24 15939 25 16457 26 16976 26 17495 25 18014 24 18533 24 19052 24 19570 25 20088 24 20607 24 21126 23 21645 22 22164 21 22684 19 23204 18 23723 16 24243 14 24764 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,99505 10 100022 13 100540 16 101058 18 101577 19 102096 19 102615 19 103133 20 103651 21 104170 21 104689 21 105208 21 105727 20 106246 20 106765 20 107283 20 107802 19 108321 19 108839 19 109358 18
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,90179 10 90698 12 91215 16 91734 17 92251 20 92770 21 93289 22 93808 23 94327 23 94846 23 95365 23 95884 23 96403 23 96922 23 97442 22 97961 22 98481 21 99000 21 99519 21 100038 20 100557 20 101076 19 101597 17 102116 16 102637 12 103158 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,395 26 915 25 1434 25 1953 25 2472 25 2991 25 3511 24 4031 23 4550 23 5069 23 5590 21 6109 20 6629 19 7150 16 7671 13
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114597 6 115112 12 115631 12 116149 13 116667 14 117185 15 117704 15 118222 16 118740 17 119259 17 119777 18 120296 18 120814 19 121333 18 121851 19 122370 18 122888 19 123407 19 123925 20 124444 19 124962 19 125481 19 126000 19 126519 19 127038 19 127557 18 128076 17 128595 16 129114 15 129633 15 130152 14 130671 13 131190 13
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,47640 12 48156 17 48672 21 49190 25 49708 26 50226 29 50745 29 51263 31 51782 32 52300 33 52819 32 53338 31 53857 31 54377 30 54896 30 55416 28 55936 26 56456 24 56977 20 57501 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,20660 6 21177 11 21694 14 22212 17 22730 18 23248 19 23767 21 24285 22 24804 22 25322 23 25841 23 26359 24 26878 24 27396 25 27915 24 28433 24 28952 24 29471 24 29989 25 30508 25 31027 23 31546 23 32065 23 32584 22 33103 21 33623 20 34142 18 34662 15 35182 12 35705 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,127076 8 127592 15 128109 22 128627 26 129145 29 129662 32 130179 36 130697 38 131215 40
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,66870 6 66883 5 67386 25 67903 29 68421 31 68939 33 69458 34 69977 34 70496 34 71015 34 71534 34 72053 34 72572 34 73092 32 73612 30 74133 26 74654 22 75178 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,109434 11 109951 16 110469 18 110987 21 111505 23 112024 24 112543 24 113062 25 113581 26 114100 26 114619 26 115139 26 115659 25 116178 26 116697 26 117217 25 117737 24 118256 25 118777 24 119296 24 119817 22 120337 21 120858 19 121378 18 121899 16 122420 13 122942 9 123465 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,448 23 968 22 1487 22 2006 22 2525 22 3044 22 3563 22 4082 22 4601 22 5120 20 5639 20 6159 19 6679 18 7198 16 7719 14 8240 10 8764 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,32637 13 33156 24 33675 24 34192 26 34711 24 35230 24 35749 24 36268 23 36787 23 37306 23 37825 21 38344 21 38863 19 39383 16 39903 14 40424 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,91818 2 92337 5 92856 9 93374 12 93891 16 94408 20 94904 13 94925 22 95422 45 95941 45 96460 46 96979 46 97498 46 98017 46 98536 46 99057 43 99576 43 100097 40 100617 38 101139 34 101661 29 102183 25 102706 19 103230 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,26419 11 26935 16 27453 18 27970 22 28489 22 29007 24 29525 24 30044 24 30563 24 31081 25 31599 25 32118 25 32650 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,80913 13 81430 17 81948 21 82467 22 82985 25 83503 27 84023 27 84542 29 85060 32 85580 32 86099 34 86618 36 87137 37 87657 37 88176 38 88695 39 89216 37 89736 36 90257 34 90777 33 91298 31 91820 28 92342 25 92865 20 93386 16 93907 7 94428 2 94947 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,28003 4 28518 11 29035 14 29549 1 29552 17 30068 21 30587 21 31106 21 31624 23 32143 23 32661 25 33180 25 33699 25 34218 25 34735 26 35254 27 35773 27 36291 28 36810 28 37329 27 37846 29 38365 28 38884 28 39404 27 39924 25 40443 24 40963 21 41483 18 42004 14
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,500 19 1021 11 1543 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,45152 1 45669 4 46186 6 46705 6 47223 7 47741 8 48260 8 48779 8 49298 8 49817 8 50336 8 50855 8 51375 7 51894 7 52416 4 52937 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,2049 2 2305 3 2561 4 2817 5 3073 6 3329 7 3585 8 3841 8 4097 9 4353 10 4609 9 4865 9 5121 8 5377 8 5633 6 5640 1 5889 5 6145 4 6401 4 6657 3 6913 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,11521 2 11777 3 12033 4 12289 5 12545 6 12801 8 13057 8 13313 9 13569 10 13825 11 14081 11 14337 11 14593 12 14849 12 15105 12 15361 12 15617 13 15873 12 16129 12 16385 12 16641 13 16897 12 17153 12 17409 12 17665 12 17921 11 18177 10 18433 10 18689 10 18945 10 19201 9 19457 7 19713 6 19969 4 20225 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,33025 3 33281 5 33537 6 33793 6 34049 7 34305 8 34561 8 34817 9 35073 9 35329 10 35585 10 35841 10 36097 10 36353 10 36609 10 36865 9 37121 8 37377 8 37633 7 37889 7 38145 6 38401 5 38657 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,43009 5 43265 7 43521 9 43777 10 44033 10 44289 10 44545 11 44801 11 45057 11 45313 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,49921 4 50177 6 50433 6 50689 5 50945 5 51201 4 51457 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,53249 2 53505 3 53761 3 54017 4 54273 4 54529 5 54785 5 55041 5 55297 6 55553 6 55809 5 56065 5 56321 5 56577 4 56833 4 57089 3 57345 3 57601 2 57857 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,59137 3 59393 4 59649 4 59905 4 60161 3 60417 3 60673 3 60929 3 61185 4 61441 4 61697 5 61953 5 62209 5 62465 5 62721 5 62977 5 63233 4 63489 4 63745 4 64001 4 64257 3 64514 2 64771 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51725 3 51979 6 52234 8 52489 9 52745 10 53000 11 53256 11 53512 11 53768 10 54024 10 54280 9 54537 8 54794 7 55053 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,2836 3 3090 6 3344 9 3598 12 3852 15 4107 17 4363 18 4618 19 4874 19 5129 21 5385 21 5641 21 5897 20 6153 20 6409 20 6666 19 6923 18 7179 16 7435 16 7691 15 7947 14 8204 11 8461 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,38933 5 39188 7 39443 13 39697 16 39953 16 40208 18 40463 20 40718 21 40974 22 41230 22 41486 22 41742 23 41998 24 42254 25 42510 26 42767 25 43024 23 43280 23 43537 22 43794 21 44050 19 44307 17 44564 11 44821 9 45080 6 45336 4 45594 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,52000 9 52255 11 52510 12 52765 14 53020 16 53275 17 53531 17 53787 17 54042 17 54298 16 54554 16 54810 14 55066 13 55322 12 55578 10 55834 9 56091 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,28197 3 28449 11 28704 12 28959 15 29215 15 29470 16 29726 16 29982 15 30238 15 30494 16 30750 16 31006 16 31262 17 31518 17 31775 17 32031 17 32287 17 32544 15 32800 15 33057 13 33315 9 33573 2 33576 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,1317 2 1568 13 1823 16 2078 18 2334 19 2591 19 2847 20 3103 21 3359 22 3615 22 3871 22 4127 22 4381 25 4637 26 4893 26 5150 25 5406 25 5662 25 5917 26 6173 25 6429 24 6685 23 6941 23 7199 20 7456 17
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9766 4 10019 11 10274 14 10530 16 10785 17 11040 20 11296 20 11551 21 11806 22 12061 23 12316 25 12572 24 12828 25 13083 26 13339 26 13595 25 13850 27 14105 27 14361 27 14617 27 14872 28 15128 28 15384 28 15642 25 15898 25 16156 22 16414 19 16671 16 16927 15 17184 12 17444 3 17448 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,36138 1 36391 10 36646 13 36901 14 37157 15 37412 17 37667 19 37923 20 38178 21 38434 22 38690 21 38945 19 39201 18 39456 19 39713 17 39969 16 40226 15 40483 14 40739 13 40996 11 41252 11 41508 10 41765 7 42022 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,54059 2 54314 6 54570 7 54824 11 55079 13 55334 15 55588 17 55843 19 56098 21 56353 22 56609 22 56866 21 57122 21 57378 21 57635 20 57892 20 58149 16 58166 2 58406 11 58664 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,63014 5 63022 6 63270 14 63524 15 63779 17 64035 17 64291 17 64547 17 64803 17 65059 17 65315 17
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,58165 1 58417 8 58662 2 58671 10 58916 22 59170 24 59426 25 59681 26 59938 26 60194 26 60450 26 60706 26 60962 26 61218 25 61475 23 61731 21 61987 21 62244 19 62501 17 62758 14 63019 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20526 8 20781 11 21036 12 21292 13 21548 13 21804 13 22060 13 22316 13 22573 12 22829 12 23086 10 23343 9 23600 7 23857 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,46390 2 46642 9 46895 13 47149 16 47404 18 47659 20 47915 20 48171 21 48427 21 48683 21 48939 21 49195 21 49452 20 49708 20 49964 19 50221 18 50477 18 50734 17 50990 17 51247 16 51503 16 51760 15 52017 13 52274 12 52531 10 52789 7 53046 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,37439 6 37693 11 37948 12 38203 14 38459 14 38715 15 38970 16 39225 18 39481 18 39736 19 39991 21 40246 22 40501 23 40757 23 41013 23 41268 24 41524 23 41780 23 42036 22 42291 23 42548 21 42804 20 43062 17 43318 17 43575 15 43832 12 44090 9 44348 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,64065 1 64067 2 64319 6 64564 2 64571 3 64576 6 64583 2 64820 21 65076 22 65333 21
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,25925 1 26178 9 26433 11 26688 13 26944 14 27199 15 27455 15 27711 15 27966 17 28221 18 28477 19 28733 19 28989 19 29245 19 29501 19 29759 16 30015 14 30273 10 30530 1 30532 6
